recall_number,category,confidence
F-1591-2013,Prepared/Frozen,low
F-1591-2014,Supplements,high
F-1591-2015,Prepared/Frozen,low
F-1591-2016,Bakery,high
F-1591-2017,Bakery,high
F-1591-2018,Supplements,high
F-1591-2019,Bakery,high
F-1591-2020,Produce,high
F-1591-2022,Dairy,medium
F-1591-2023,Supplements,high
F-1591-2024,Dairy,high
F-1592-2012,Produce,high
F-1592-2013,Uncategorized,low
F-1592-2014,Beverages,high
F-1592-2015,Prepared/Frozen,low
F-1592-2016,Produce,high
F-1592-2017,Baking Supplies,medium
F-1592-2018,Supplements,high
F-1592-2019,Bakery,high
F-1592-2020,Produce,low
F-1592-2022,Uncategorized,low
F-1592-2023,Supplements,high
F-1592-2024,Dairy,high
F-1593-2012,Produce,high
F-1593-2013,Spices/Condiments,low
F-1593-2014,Bakery,high
F-1593-2015,Prepared/Frozen,low
F-1593-2016,Produce,high
F-1593-2017,Snacks/Candy,high
F-1593-2018,Produce,high
F-1593-2019,Bakery,high
F-1593-2020,Produce,low
F-1593-2022,Dairy,medium
F-1593-2023,Supplements,high
F-1593-2024,Dairy,high
F-1594-2012,Produce,high
F-1594-2013,Plant Protein,medium
F-1594-2014,Bakery,high
F-1594-2015,Spices/Condiments,high
F-1594-2016,Baking Supplies,low
F-1594-2017,Beverages,high
F-1594-2018,Bakery,medium
F-1594-2019,Snacks/Candy,high
F-1594-2020,Prepared/Frozen,medium
F-1594-2022,Dairy,medium
F-1594-2023,Supplements,high
F-1594-2024,Dairy,high
F-1595-2012,Produce,high
F-1595-2013,Prepared/Frozen,low
F-1595-2014,Bakery,high
F-1595-2015,Spices/Condiments,high
F-1595-2016,Dairy,high
F-1595-2017,Snacks/Candy,high
F-1595-2018,Bakery,medium
F-1595-2019,Supplements,high
F-1595-2020,Prepared/Frozen,low
F-1595-2022,Snacks/Candy,low
F-1595-2023,Supplements,high
F-1595-2024,Dairy,high
F-1596-2012,Produce,high
F-1596-2013,Produce,high
F-1596-2014,Bakery,high
F-1596-2015,Spices/Condiments,high
F-1596-2016,Spices/Condiments,high
F-1596-2017,Seafood,high
F-1596-2018,Seafood,high
F-1596-2019,Bakery,high
F-1596-2020,Produce,medium
F-1596-2022,Dairy,medium
F-1596-2023,Supplements,high
F-1596-2024,Dairy,high
F-1597-2012,Produce,high
F-1597-2013,Seafood,high
F-1597-2014,Bakery,high
F-1597-2015,Spices/Condiments,high
F-1597-2016,Produce,high
F-1597-2017,Snacks/Candy,high
F-1597-2018,Produce,high
F-1597-2019,Bakery,high
F-1597-2020,Produce,high
F-1597-2022,Dairy,medium
F-1597-2023,Supplements,high
F-1597-2024,Dairy,high
F-1598-2012,Produce,high
F-1598-2013,Seafood,high
F-1598-2014,Bakery,high
F-1598-2015,Spices/Condiments,high
F-1598-2016,Grains/Cereal,high
F-1598-2017,Bakery,medium
F-1598-2018,Snacks/Candy,high
F-1598-2019,Bakery,high
F-1598-2020,Produce,high
F-1598-2022,Prepared/Frozen,high
F-1598-2023,Supplements,high
F-1598-2024,Dairy,high
F-1599-2012,Produce,high
F-1599-2013,Seafood,high
F-1599-2014,Bakery,high
F-1599-2015,Spices/Condiments,high
F-1599-2016,Grains/Cereal,high
F-1599-2017,Bakery,medium
F-1599-2018,Snacks/Candy,medium
F-1599-2019,Bakery,high
F-1599-2020,Produce,high
F-1599-2022,Dairy,medium
F-1599-2023,Supplements,high
F-1599-2024,Dairy,high
F-1600-2012,Produce,high
F-1600-2013,Seafood,high
F-1600-2014,Bakery,high
F-1600-2015,Spices/Condiments,high
F-1600-2016,Grains/Cereal,high
F-1600-2017,Bakery,medium
F-1600-2018,Bakery,medium
F-1600-2019,Bakery,high
F-1600-2020,Produce,high
F-1600-2022,Supplements,high
F-1600-2023,Supplements,high
F-1600-2024,Dairy,high
F-1601-2012,Produce,high
F-1601-2013,Seafood,high
F-1601-2014,Nuts/Seeds,high
F-1601-2015,Nuts/Seeds,high
F-1601-2016,Grains/Cereal,medium
F-1601-2017,Bakery,medium
F-1601-2018,Snacks/Candy,high
F-1601-2019,Bakery,high
F-1601-2020,Produce,high
F-1601-2022,Supplements,high
F-1601-2023,Bakery,high
F-1601-2024,Dairy,high
F-1602-2012,Produce,high
F-1602-2013,Seafood,high
F-1602-2014,Nuts/Seeds,high
F-1602-2015,Bakery,high
F-1602-2016,Grains/Cereal,medium
F-1602-2017,Bakery,medium
F-1602-2018,Snacks/Candy,high
F-1602-2019,Bakery,high
F-1602-2020,Produce,high
F-1602-2022,Supplements,high
F-1602-2023,Produce,high
F-1602-2024,Dairy,high
F-1603-2012,Produce,high
F-1603-2013,Dairy,high
F-1603-2014,Produce,high
F-1603-2015,Bakery,high
F-1603-2016,Grains/Cereal,medium
F-1603-2017,Bakery,high
F-1603-2018,Snacks/Candy,medium
F-1603-2019,Bakery,high
F-1603-2020,Produce,high
F-1603-2022,Plant Protein,medium
F-1603-2023,Dairy,medium
F-1603-2024,Dairy,high
F-1604-2012,Produce,high
F-1604-2013,Dairy,high
F-1604-2014,Produce,high
F-1604-2015,Bakery,high
F-1604-2016,Grains/Cereal,high
F-1604-2017,Bakery,high
F-1604-2018,Supplements,high
F-1604-2019,Bakery,high
F-1604-2020,Produce,high
F-1604-2022,Plant Protein,medium
F-1604-2023,Snacks/Candy,low
F-1604-2024,Dairy,high
F-1605-2012,Produce,high
F-1605-2013,Produce,high
F-1605-2014,Beef/Pork/Poultry/Game Meats,low
F-1605-2015,Spices/Condiments,high
F-1605-2016,Grains/Cereal,high
F-1605-2017,Produce,medium
F-1605-2018,Supplements,high
F-1605-2019,Bakery,high
F-1605-2020,Produce,high
F-1605-2022,Plant Protein,high
F-1605-2023,Produce,high
F-1605-2024,Dairy,high
F-1606-2012,Produce,high
F-1606-2013,Produce,high
F-1606-2015,Spices/Condiments,high
F-1606-2016,Grains/Cereal,high
F-1606-2017,Produce,high
F-1606-2018,Dairy,high
F-1606-2019,Bakery,high
F-1606-2020,Produce,medium
F-1606-2022,Plant Protein,medium
F-1606-2023,Seafood,high
F-1606-2024,Dairy,high
F-1607-2012,Produce,high
F-1607-2013,Produce,high
F-1607-2015,Spices/Condiments,high
F-1607-2016,Grains/Cereal,high
F-1607-2017,Prepared/Frozen,medium
F-1607-2019,Bakery,high
F-1607-2020,Produce,high
F-1607-2022,Beverages,high
F-1607-2023,Spices/Condiments,high
F-1607-2024,Dairy,high
F-1608-2012,Produce,high
F-1608-2013,Produce,high
F-1608-2014,Eggs,high
F-1608-2015,Spices/Condiments,high
F-1608-2016,Grains/Cereal,high
F-1608-2017,Bakery,high
F-1608-2019,Prepared/Frozen,medium
F-1608-2020,Produce,high
F-1608-2022,Beverages,high
F-1608-2023,Spices/Condiments,high
F-1608-2024,Dairy,high
F-1609-2012,Produce,high
F-1609-2013,Produce,high
F-1609-2014,Snacks/Candy,high
F-1609-2015,Spices/Condiments,medium
F-1609-2016,Grains/Cereal,high
F-1609-2017,Bakery,high
F-1609-2018,Supplements,medium
F-1609-2019,Produce,high
F-1609-2020,Produce,medium
F-1609-2022,Supplements,medium
F-1609-2023,Spices/Condiments,high
F-1609-2024,Dairy,high
F-1610-2012,Produce,high
F-1610-2013,Produce,high
F-1610-2014,Dairy,high
F-1610-2015,Spices/Condiments,high
F-1610-2016,Grains/Cereal,high
F-1610-2017,Bakery,high
F-1610-2018,Snacks/Candy,medium
F-1610-2019,Produce,high
F-1610-2020,Produce,medium
F-1610-2022,Supplements,medium
F-1610-2023,Spices/Condiments,medium
F-1610-2024,Dairy,medium
F-1611-2012,Produce,high
F-1611-2013,Produce,high
F-1611-2014,Bakery,high
F-1611-2015,Spices/Condiments,medium
F-1611-2016,Grains/Cereal,high
F-1611-2017,Bakery,high
F-1611-2018,Seafood,high
F-1611-2019,Produce,high
F-1611-2020,Produce,medium
F-1611-2022,Supplements,high
F-1611-2023,Spices/Condiments,high
F-1611-2024,Dairy,high
F-1612-2012,Produce,high
F-1612-2013,Produce,medium
F-1612-2014,Bakery,high
F-1612-2015,Spices/Condiments,high
F-1612-2016,Grains/Cereal,high
F-1612-2017,Spices/Condiments,high
F-1612-2018,Produce,medium
F-1612-2019,Produce,high
F-1612-2020,Produce,low
F-1612-2022,Supplements,medium
F-1612-2023,Spices/Condiments,high
F-1612-2024,Dairy,high
F-1613-2012,Produce,high
F-1613-2013,Produce,medium
F-1613-2014,Bakery,high
F-1613-2015,Spices/Condiments,medium
F-1613-2016,Bakery,high
F-1613-2017,Spices/Condiments,high
F-1613-2018,Produce,high
F-1613-2019,Produce,high
F-1613-2020,Produce,medium
F-1613-2022,Supplements,high
F-1613-2023,Grains/Cereal,medium
F-1613-2024,Bakery,high
F-1614-2012,Produce,high
F-1614-2013,Produce,medium
F-1614-2014,Bakery,high
F-1614-2015,Plant Protein,high
F-1614-2016,Bakery,high
F-1614-2017,Spices/Condiments,high
F-1614-2018,Dairy,high
F-1614-2019,Produce,high
F-1614-2020,Produce,medium
F-1614-2022,Supplements,medium
F-1614-2023,Spices/Condiments,high
F-1614-2024,Prepared/Frozen,medium
F-1615-2012,Produce,high
F-1615-2013,Produce,high
F-1615-2014,Bakery,high
F-1615-2015,Plant Protein,low
F-1615-2016,Produce,high
F-1615-2017,Spices/Condiments,high
F-1615-2018,Beverages,medium
F-1615-2019,Produce,medium
F-1615-2020,Produce,medium
F-1615-2022,Plant Protein,medium
F-1615-2023,Supplements,high
F-1615-2024,Beverages,high
F-1616-2012,Produce,high
F-1616-2013,Produce,low
F-1616-2014,Bakery,high
F-1616-2015,Plant Protein,high
F-1616-2016,Produce,high
F-1616-2017,Spices/Condiments,high
F-1616-2018,Beverages,medium
F-1616-2019,Dairy,high
F-1616-2020,Produce,low
F-1616-2022,Plant Protein,medium
F-1616-2023,Supplements,high
F-1616-2024,Beverages,high
F-1617-2012,Produce,high
F-1617-2013,Produce,medium
F-1617-2014,Snacks/Candy,medium
F-1617-2015,Bakery,high
F-1617-2016,Supplements,medium
F-1617-2017,Spices/Condiments,high
F-1617-2018,Beverages,medium
F-1617-2019,Dairy,high
F-1617-2020,Produce,medium
F-1617-2022,Plant Protein,medium
F-1617-2023,Dairy,high
F-1617-2024,Beverages,high
F-1618-2012,Produce,high
F-1618-2013,Produce,high
F-1618-2014,Bakery,high
F-1618-2015,Food Additives/Ingredients,low
F-1618-2016,Supplements,high
F-1618-2017,Seafood,high
F-1618-2018,Beverages,medium
F-1618-2019,Dairy,high
F-1618-2020,Snacks/Candy,high
F-1618-2022,Plant Protein,high
F-1618-2023,Nuts/Seeds,high
F-1618-2024,Beverages,high
F-1619-2012,Produce,high
F-1619-2013,Prepared/Frozen,high
F-1619-2014,Bakery,high
F-1619-2015,Spices/Condiments,high
F-1619-2017,Produce,high
F-1619-2018,Beverages,high
F-1619-2019,Dairy,high
F-1619-2020,Snacks/Candy,high
F-1619-2022,Plant Protein,medium
F-1619-2023,Prepared/Frozen,medium
F-1619-2024,Beverages,high
F-1620-2012,Produce,high
F-1620-2013,Bakery,medium
F-1620-2014,Bakery,high
F-1620-2015,Spices/Condiments,high
F-1620-2017,Produce,high
F-1620-2018,Food Additives/Ingredients,low
F-1620-2019,Beverages,high
F-1620-2020,Snacks/Candy,high
F-1620-2022,Plant Protein,high
F-1620-2023,Dairy,high
F-1620-2024,Beverages,high
F-1621-2012,Produce,high
F-1621-2013,Bakery,high
F-1621-2014,Bakery,high
F-1621-2015,Spices/Condiments,medium
F-1621-2016,Bakery,high
F-1621-2017,Produce,high
F-1621-2018,Oils/Fats,high
F-1621-2019,Eggs,high
F-1621-2020,Snacks/Candy,high
F-1621-2022,Plant Protein,medium
F-1621-2023,Dairy,high
F-1621-2024,Beverages,high
F-1622-2012,Produce,high
F-1622-2013,Plant Protein,medium
F-1622-2014,Plant Protein,high
F-1622-2015,Spices/Condiments,high
F-1622-2016,Bakery,high
F-1622-2017,Spices/Condiments,high
F-1622-2018,Beverages,high
F-1622-2019,Eggs,high
F-1622-2020,Snacks/Candy,high
F-1622-2022,Plant Protein,medium
F-1622-2023,Prepared/Frozen,low
F-1622-2024,Beverages,high
F-1623-2012,Produce,high
F-1623-2013,Plant Protein,low
F-1623-2014,Prepared/Frozen,medium
F-1623-2015,Spices/Condiments,high
F-1623-2016,Bakery,high
F-1623-2017,Supplements,high
F-1623-2018,Produce,high
F-1623-2019,Eggs,high
F-1623-2020,Snacks/Candy,high
F-1623-2022,Supplements,medium
F-1623-2023,Prepared/Frozen,medium
F-1623-2024,Beverages,high
F-1624-2012,Produce,high
F-1624-2013,Bakery,high
F-1624-2014,Produce,high
F-1624-2015,Spices/Condiments,high
F-1624-2016,Bakery,high
F-1624-2017,Supplements,high
F-1624-2018,Produce,high
F-1624-2019,Eggs,high
F-1624-2022,Supplements,medium
F-1624-2023,Dairy,high
F-1624-2024,Beverages,high
F-1625-2012,Produce,high
F-1625-2013,Bakery,medium
F-1625-2014,Baking Supplies,low
F-1625-2015,Spices/Condiments,high
F-1625-2016,Bakery,high
F-1625-2017,Baking Supplies,high
F-1625-2018,Produce,high
F-1625-2019,Eggs,high
F-1625-2022,Supplements,medium
F-1625-2023,Prepared/Frozen,low
F-1625-2024,Beverages,high
F-1626-2012,Produce,high
F-1626-2013,Bakery,high
F-1626-2014,Baking Supplies,low
F-1626-2015,Spices/Condiments,high
F-1626-2016,Bakery,high
F-1626-2017,Spices/Condiments,low
F-1626-2018,Produce,high
F-1626-2019,Eggs,high
F-1626-2022,Supplements,medium
F-1626-2023,Dairy,high
F-1626-2024,Beverages,high
F-1627-2012,Produce,high
F-1627-2013,Bakery,high
F-1627-2014,Produce,medium
F-1627-2015,Spices/Condiments,high
F-1627-2016,Bakery,high
F-1627-2017,Baking Supplies,low
F-1627-2018,Produce,medium
F-1627-2019,Dairy,high
F-1627-2022,Supplements,medium
F-1627-2023,Dairy,high
F-1627-2024,Beverages,high
F-1628-2012,Produce,high
F-1628-2013,Bakery,medium
F-1628-2014,Spices/Condiments,high
F-1628-2015,Spices/Condiments,medium
F-1628-2016,Seafood,high
F-1628-2017,Produce,medium
F-1628-2018,Produce,high
F-1628-2019,Dairy,high
F-1628-2022,Supplements,medium
F-1628-2023,Prepared/Frozen,medium
F-1628-2024,Beverages,high
F-1629-2012,Produce,high
F-1629-2013,Bakery,medium
F-1629-2014,Spices/Condiments,high
F-1629-2015,Plant Protein,low
F-1629-2016,Seafood,high
F-1629-2017,Produce,medium
F-1629-2018,Produce,high
F-1629-2019,Dairy,high
F-1629-2022,Supplements,medium
F-1629-2023,Prepared/Frozen,medium
F-1629-2024,Beverages,high
F-1630-2012,Produce,high
F-1630-2013,Bakery,medium
F-1630-2014,Spices/Condiments,high
F-1630-2015,Supplements,medium
F-1630-2016,Plant Protein,high
F-1630-2017,Produce,high
F-1630-2018,Produce,high
F-1630-2019,Bakery,high
F-1630-2022,Supplements,medium
F-1630-2023,Prepared/Frozen,medium
F-1630-2024,Beverages,high
F-1631-2013,Plant Protein,low
F-1631-2014,Spices/Condiments,high
F-1631-2015,Supplements,high
F-1631-2016,Plant Protein,high
F-1631-2017,Beverages,high
F-1631-2018,Produce,high
F-1631-2019,Bakery,high
F-1631-2022,Supplements,medium
F-1631-2023,Bakery,high
F-1631-2024,Beverages,high
F-1632-2013,Nuts/Seeds,high
F-1632-2014,Spices/Condiments,medium
F-1632-2015,Supplements,high
F-1632-2016,Plant Protein,high
F-1632-2017,Beverages,high
F-1632-2018,Produce,high
F-1632-2019,Dairy,high
F-1632-2022,Supplements,high
F-1632-2023,Bakery,high
F-1632-2024,Beverages,high
F-1633-2013,Nuts/Seeds,high
F-1633-2014,Spices/Condiments,medium
F-1633-2015,Supplements,high
F-1633-2016,Plant Protein,medium
F-1633-2017,Beverages,high
F-1633-2018,Produce,high
F-1633-2019,Dairy,high
F-1633-2022,Supplements,high
F-1633-2023,Bakery,medium
F-1633-2024,Beverages,high
F-1634-2012,Produce,high
F-1634-2013,Nuts/Seeds,high
F-1634-2014,Nuts/Seeds,low
F-1634-2015,Supplements,high
F-1634-2016,Plant Protein,medium
F-1634-2017,Beverages,high
F-1634-2018,Produce,high
F-1634-2019,Plant Protein,high
F-1634-2022,Supplements,high
F-1634-2023,Prepared/Frozen,medium
F-1634-2024,Beverages,high
F-1635-2012,Spices/Condiments,high
F-1635-2013,Nuts/Seeds,high
F-1635-2014,Supplements,high
F-1635-2015,Supplements,high
F-1635-2016,Plant Protein,medium
F-1635-2017,Beverages,high
F-1635-2018,Produce,high
F-1635-2019,Plant Protein,medium
F-1635-2022,Beverages,low
F-1635-2023,Bakery,medium
F-1635-2024,Beverages,high
F-1636-2012,Seafood,high
F-1636-2013,Supplements,high
F-1636-2014,Food Additives/Ingredients,low
F-1636-2015,Supplements,high
F-1636-2016,Plant Protein,medium
F-1636-2017,Beverages,high
F-1636-2018,Produce,high
F-1636-2019,Plant Protein,medium
F-1636-2022,Beverages,medium
F-1636-2023,Prepared/Frozen,medium
F-1636-2024,Beverages,high
F-1637-2012,Spices/Condiments,high
F-1637-2013,Nuts/Seeds,high
F-1637-2014,Supplements,medium
F-1637-2015,Supplements,high
F-1637-2016,Plant Protein,high
F-1637-2017,Beverages,high
F-1637-2018,Produce,high
F-1637-2019,Plant Protein,medium
F-1637-2022,Food Additives/Ingredients,medium
F-1637-2023,Bakery,medium
F-1637-2024,Beverages,high
F-1638-2012,Dairy,high
F-1638-2013,Plant Protein,high
F-1638-2014,Uncategorized,low
F-1638-2015,Uncategorized,low
F-1638-2016,Plant Protein,high
F-1638-2017,Beverages,high
F-1638-2018,Produce,high
F-1638-2019,Grains/Cereal,medium
F-1638-2022,Food Additives/Ingredients,low
F-1638-2023,Bakery,low
F-1638-2024,Beverages,high
F-1639-2012,Dairy,high
F-1639-2013,Plant Protein,high
F-1639-2014,Supplements,medium
F-1639-2015,Supplements,medium
F-1639-2016,Plant Protein,high
F-1639-2017,Beverages,high
F-1639-2018,Produce,high
F-1639-2019,Grains/Cereal,medium
F-1639-2022,Spices/Condiments,low
F-1639-2023,Produce,low
F-1639-2024,Dairy,high
F-1640-2012,Beverages,high
F-1640-2013,Plant Protein,high
F-1640-2014,Supplements,low
F-1640-2015,Supplements,medium
F-1640-2016,Plant Protein,high
F-1640-2017,Spices/Condiments,high
F-1640-2018,Produce,high
F-1640-2019,Eggs,high
F-1640-2022,Beverages,high
F-1640-2023,Bakery,low
F-1640-2024,Prepared/Frozen,medium
F-1641-2012,Grains/Cereal,medium
F-1641-2013,Plant Protein,high
F-1641-2014,Supplements,high
F-1641-2015,Supplements,high
F-1641-2016,Plant Protein,high
F-1641-2017,Produce,medium
F-1641-2018,Produce,high
F-1641-2019,Beverages,high
F-1641-2022,Beverages,high
F-1641-2023,Prepared/Frozen,medium
F-1641-2024,Non-Food Item,high
F-1642-2012,Grains/Cereal,medium
F-1642-2013,Snacks/Candy,medium
F-1642-2014,Supplements,high
F-1642-2015,Supplements,high
F-1642-2016,Plant Protein,high
F-1642-2017,Produce,medium
F-1642-2018,Produce,high
F-1642-2019,Dairy,high
F-1642-2022,Beverages,high
F-1642-2023,Prepared/Frozen,medium
F-1642-2024,Bakery,high
F-1643-2012,Prepared/Frozen,medium
F-1643-2013,Produce,high
F-1643-2014,Supplements,high
F-1643-2015,Supplements,medium
F-1643-2016,Plant Protein,high
F-1643-2017,Produce,medium
F-1643-2018,Produce,high
F-1643-2019,Dairy,high
F-1643-2022,Beverages,high
F-1643-2023,Bakery,high
F-1643-2024,Bakery,high
F-1644-2012,Grains/Cereal,medium
F-1644-2013,Grains/Cereal,medium
F-1644-2014,Bakery,medium
F-1644-2015,Supplements,medium
F-1644-2016,Plant Protein,medium
F-1644-2017,Dairy,high
F-1644-2018,Produce,high
F-1644-2019,Dairy,high
F-1644-2022,Beverages,high
F-1644-2023,Prepared/Frozen,low
F-1644-2024,Bakery,high
F-1645-2012,Prepared/Frozen,medium
F-1645-2013,Spices/Condiments,low
F-1645-2014,Bakery,high
F-1645-2015,Supplements,low
F-1645-2016,Plant Protein,high
F-1645-2017,Dairy,high
F-1645-2018,Produce,high
F-1645-2019,Dairy,high
F-1645-2022,Plant Protein,medium
F-1645-2023,Dairy,low
F-1645-2024,Nuts/Seeds,high
F-1646-2012,Prepared/Frozen,medium
F-1646-2013,Seafood,low
F-1646-2014,Bakery,high
F-1646-2015,Supplements,high
F-1646-2016,Plant Protein,low
F-1646-2017,Dairy,high
F-1646-2018,Produce,high
F-1646-2019,Dairy,high
F-1646-2022,Supplements,high
F-1646-2023,Dairy,medium
F-1646-2024,Snacks/Candy,low
F-1647-2012,Prepared/Frozen,medium
F-1647-2013,Dairy,high
F-1647-2014,Seafood,high
F-1647-2015,Supplements,high
F-1647-2016,Plant Protein,high
F-1647-2017,Dairy,high
F-1647-2018,Produce,high
F-1647-2019,Dairy,high
F-1647-2022,Plant Protein,medium
F-1647-2023,Prepared/Frozen,medium
F-1647-2024,Snacks/Candy,medium
F-1648-2012,Prepared/Frozen,medium
F-1648-2013,Dairy,high
F-1648-2014,Spices/Condiments,medium
F-1648-2015,Supplements,high
F-1648-2016,Plant Protein,high
F-1648-2017,Dairy,high
F-1648-2018,Produce,high
F-1648-2019,Dairy,high
F-1648-2022,Plant Protein,medium
F-1648-2023,Bakery,medium
F-1648-2024,Prepared/Frozen,medium
F-1649-2012,Grains/Cereal,medium
F-1649-2013,Dairy,high
F-1649-2014,Spices/Condiments,medium
F-1649-2015,Supplements,high
F-1649-2016,Plant Protein,high
F-1649-2017,Dairy,high
F-1649-2019,Dairy,high
F-1649-2022,Beverages,high
F-1649-2023,Prepared/Frozen,low
F-1649-2024,Prepared/Frozen,low
F-1650-2012,Prepared/Frozen,medium
F-1650-2013,Dairy,high
F-1650-2014,Spices/Condiments,high
F-1650-2015,Supplements,high
F-1650-2016,Plant Protein,high
F-1650-2017,Dairy,high
F-1650-2018,Grains/Cereal,high
F-1650-2019,Dairy,high
F-1650-2022,Plant Protein,high
F-1650-2023,Uncategorized,low
F-1650-2024,Prepared/Frozen,low
F-1651-2012,Seafood,high
F-1651-2013,Dairy,high
F-1651-2014,Spices/Condiments,high
F-1651-2015,Supplements,low
F-1651-2016,Plant Protein,medium
F-1651-2017,Dairy,high
F-1651-2018,Snacks/Candy,medium
F-1651-2019,Dairy,high
F-1651-2022,Plant Protein,high
F-1651-2023,Prepared/Frozen,medium
F-1651-2024,Nuts/Seeds,high
F-1652-2012,Seafood,high
F-1652-2013,Dairy,high
F-1652-2014,Snacks/Candy,high
F-1652-2015,Supplements,high
F-1652-2016,Plant Protein,high
F-1652-2017,Dairy,high
F-1652-2018,Nuts/Seeds,high
F-1652-2019,Dairy,high
F-1652-2022,Plant Protein,medium
F-1652-2023,Prepared/Frozen,medium
F-1652-2024,Bakery,high
F-1653-2012,Seafood,high
F-1653-2013,Nuts/Seeds,high
F-1653-2014,Snacks/Candy,high
F-1653-2015,Supplements,high
F-1653-2016,Produce,high
F-1653-2017,Dairy,high
F-1653-2018,Nuts/Seeds,high
F-1653-2019,Dairy,high
F-1653-2022,Plant Protein,medium
F-1653-2023,Dairy,low
