recall_number,product_description
F-0632-2019,"Mast Store Provisioners, Dried Okra, Net Wt. 4 OZ. clear plastic bag"
F-1815-2018,"FP0692, Confidence, Prenatal Multi-V + DHA, 90 tablets per bottle, UPC# 8 10891 02056 4"
F-1398-2018,Budget $aver Sugar Free Twin Pops Net Contents 28.2 FL OZ
F-1256-2018,Halo Top Rainbow Swirl;    UPC: 858089003401    Target item number: 288-7-1670
F-0690-2019,16 count Crunch & Pop Mix Variety Pack Sack
F-0759-2019,"FLECHAZO 36 pieces Net Wt. 1 lb. 12.5 oz. packaged in a clear plastic jar, 6 jars per case"
F-0252-2019,Fire-Roasted Green Jalapeno Slices;    Sold in 20 lb.  containers. Brand Name: Jon-Lin¿ NatureSmart¿
F-1758-2018,AnnaSea Limu Ahi Poke Hawaiian Poke Kits
F-1691-2018,"GU Energy Gels:  Mandarin Orange, Gel;  GUGEL 1 Pkt; item # 123026, UPC:769493100139 ;  GUGEL 24Pkt Box; item number 123043,  UPC: 769493200143."
F-1321-2018,Ben & Jerry's 16oz ND PB Half Baked    UPC: 768400006618    Target item number: 288-7-2758
F-0936-2018,"Adams Reserve, Fajita Grilling Rub 5.7 oz. Bottle Item Code: 04544, 12 bottles per case"
F-1555-2018,Hill Country Fare Neopolitan 4.5 quarts and 56 ounces; Hill Country Fare Neopolitan (Mexico) 4.5 quarts
F-1014-2019,PACKER	POMEGRANATE FRESH¿
F-1338-2018,Eggo French Toaster Sticks Original 32ct 12.7oz    UPC: 38000766053    Target item number: 270-5-26
F-1168-2018,"Protein key brand Protein Meals varieties , 2.5 lb plastic container and 400 g plastic container, Varieties: Sleep/Relax Plain"
F-0258-2019,Fire-Roasted Home-Style Red Pepper Strips;:    Sold in 20 lb.  containers. Brand Name: Jon-Lin¿
F-0734-2019,Best Taste Brand DRIED BAMBOO SHOOT Mang Non. The product comes in a 12 ounce (340g) uncoded flexible plastic package with UPC: 6 9709 999 40196. Product of P.R.C.
F-1829-2018,"Seattle Sourdough Pub Buns 6 pack, net wt. 16 oz., UPC 0-72220-10164-5"
F-1661-2018,"Kowalski's Markets kalbi rub.  Net Wt 5.5 oz. (155.9 g), UPC 79147-00243.  Distributed by:  Kowalski's Markets, Woodbury, MN  55125"
F-0912-2018,Testosterzone 180 count bottle packaged in an amber plastic bottle with a black cap
F-1199-2018,MARKET PANTR 150-200CT. 16OZ CKD TAIL OFF;    UPC:  85239004555    Target item number 210-7-455
F-1153-2018,"Protein key brand Protein Meals varieties , 2.5 lb plastic container and 400 g plastic container, Varieties: Diabetes & Metabolic Plain"
F-1830-2018,"Franz Premium Pub Buns 12 pack, net wt. 32 oz., UPC 0-72220-70218-7"
F-0058-2019,"Product comes in a plastic bag which is labeled as follows: DandleLION MEDICAL DandleLION KISSES ORAL USE ONLY SINGLE PATIENT USE SINGLE APPLICATION 24% ORGANIC SUCROSE, D-12442 2mL; The Product Case Labeling is as follows: DandleLION MEDICAL D 12242 C384 DandleLION KISSES (2ML) 24% ORGANIC SUCROSE SOLUTION ORANGE VIAL QTY - 384"
F-1286-2018,COOL WHIP 80Z WHIPPED TOPPING    UPC: 43000009536  288-9-16    Target item number:
F-0812-2018,Arthri-D 120ct
F-0895-2018,"Diet Coke Caffeine Free, 12 oz (355 mL) cans, packed in 12 and 24 packs, Canned under the authority of the Coca-Cola Company, Atlanta, GA"
F-0213-2019,Fire Roasted Half Moon Green Zucchini :  Sold in 25 lb.  and 1200 lb. packaging.  Brand Name: Jon-Lin¿
F-1572-2018,Alfalfa Seeds
F-1352-2018,Earths Best Homestyle French Toast Sticks 12.7oz    UPC: 23923206311	    Target item number: 270-2-50
F-0689-2019,16 count Smartfood Delight Variety Pack Sack
F-0411-2019,Colon Cleansing Kit Peppermint
F-1232-2018,MP CORN 12OZ YELLOW WHITE CORN    UPC: 85239005231    Target item number: 270-0-523
F-0900-2018,"Coca-Cola, Zero Sugar, 12 oz (355 mL) cans, packed in 12 and 24 packs, Canned under the authority of the Coca-Cola Company, Atlanta, GA"
F-1310-2018,SMUCKERS 8OZ UNCRSTBL PBJ STRWB    UPC: 51500025178    Target item number: 270-2-58
F-1927-2018,"Dill was shipped in card board boxes that are labeled with the firm name ""Howard Calcagno, Aurora, OR 97002""."
F-0995-2018,"diet Pepsi, 12 FL OZ, in aluminum cans packaged in 12 pk paper cartons"
F-1799-2018,"Kitchen Fixins Zesty Italian Croutons:  5 oz. foil pouch  Item # 31330      Sugar Foods Corporation  6190 E. Slauson Ave.  Los Angeles, CA 90047"
F-1705-2018,"Roctane Ultra Endurance Energy Gels:  Pineapple, Roc Gel:  ROC GEL 1 Pkt, Item # 123060, UPC: 769493105035;  ROC GEL 24 Pkt Box, Item # 123067, UPC: 769493205032."
F-1358-2018,C&W WHITE CORN 16OZ.    UPC: 70332001020    Target item number: 270-0-161
F-1709-2018,"Roctane Ultra Endurance Energy Gels:  Vanilla Orange Roc Gel:  ROC GEL 1 Pkt, Item # 123059, UPC: 769493105028;  ROC GEL 24 Pkt Box, Item # 123066, UPC:769493205025 ."
F-0961-2018,"Product Name 	Lot Number or ID   Pan Roast Brown Gravy Mix	659281, 659282, 659283, 659284, 659285, 659286   Pan Roast Brown Gravy Mix	661090, 661089, 661091"
F-1373-2018,Ben & Jerry's 16oz ND Cinnamon Buns    UPC: 768400006540    Target item number: 288-7-2771
F-0244-2019,Fire-Roasted Poblano Strips;    Sold in 20 lb.  containers. Brand Name: Jon-Lin¿ NatureSmart¿
F-1978-2018,"Radicchio, 10 lbs"
F-1164-2018,"Protein key brand Protein Meals varieties, 2.5 lb plastic container and 400 g plastic container), Varieties: Pregnancy & Nursing Plain"
F-0914-2018,Xenesta Nuvive Mens 90 count packaged in an white plastic bottle with white cap
F-1329-2018,Ben & Jerry's Glampfire Trail Mix 1 pint    UPC: 76840001194    Target item number: 288-7-21
F-1209-2018,MP NOVELTIES 8CT VANILLA CONE    UPC: 85239704318    Target item number: 288-7-431
F-0602-2018,"SAF PRO RELAX +YF, Deactivated Dry Yeast, Product Code 73050, Net Wt. 50 LBS. (22.7 KG), manufactured for Lesaffre Yeast Company, Milwaukee, WI."
F-1361-2018,Gardein Ultimate Beefless Ground 13.8oz    UPC: 842234000988    Target item number: 270-3-9
F-1308-2018,Ben & Jerry's 16oz Chillin the Roast it    UPC: 768400007226    Target item number: 288-7-2760
F-0810-2019,Mimoso Queijo Minas Frescal.  Net Wt. 28 oz (793g)  UPC 19753-0050  Keep Refrigerated.
F-0897-2018,"Diet Coke, 12 oz (355 mL) cans, packed in 12 and 24 packs, Canned under the authority of the Coca-Cola Company, Atlanta, GA"
F-1550-2018,"EconoMax Neopolitan, 4 quarts and 56 ounces"
F-0890-2018,"Barq's Root Beer 12 oz (355 mL) cans, packed in 12 packs, Canned under the authority of the Coca-Cola Company, Atlanta, GA"
F-1282-2018,SMUCKERS 8OZ UNCR WW PB STRW    UPC: 51500041383    Target item number: 270-2-101
F-1783-2018,"10.8Z RITZ WHLE WT WHTE CHDDR 14 (10 &15)  10.8 Oz per tray, Plastic sleeve in tray,14 trays per case"
F-1864-2018,"Low Sodium Brown Gravy Mix  12 oz unit, 8 units per carton  Item 860143100  UPC 9624817431"
F-0251-2019,Fire Roasted Green Pepper Strips ;    Sold in 2  lb.  containers. Brand Name: Jon-Lin¿ NatureSmart¿
F-0757-2019,"El Super Leon Jabalina Xtreme  50 pieces Net Wt. 2 lb. (3.2 oz.) Cont. Net. 1 kg packaged in a clear plastic jar, 6 jars per case"
F-1317-2018,Grown in Idaho Thick-Cut Hash Browns    UPC: 43301611667    Target item number: 270-1-24
F-0764-2018,Polvorones NET WT 4OZ
F-1096-2019,"Produce Packaging, Inc. Burger, Asian Veg. 4/10 OZ"
F-0824-2018,"IQF Green beans, sold as Not Ready To Eat (NRTE) product for use in foodservice or manufacturing applications. The product cases are labeled with instructions to cook product.    -No brand name, NFFC item #15001-01070, no UPC,  packaged in 30 lbs. case.    -Bountiful Harvest Foundations brand, NFFC item #22486-11918 and UPC #2229881, packaged in 30 lbs. case.    -Bountiful Harvest Originals brand, NFFC item #22486-11908, UPC # 2229871, packaged in 30 lbs. case.    -NW Treasure brand, NFFC item #62406-90007, UPC #3828405, packaged in 30 lbs. case.    -Sysco Classic brand, NFFC item #74865-04977, UPC #1435197, packages in 2 lbs. bags, 12 bags per case.    -Sysco Imperial brand, NFFC item #74865-24917, UPC # 2101855, packages in 2 lbs. bags, 12 bags per case.    -The World's Harvest brand, NFFC item #WRH99-FV021, no UPC, packages in 2 lbs. bags, 12 bags per case.    -Valamont brand, NFFC item #72608-12082, no UPC, packages in 2 lbs. bags, 12 bags per case.    -Valamont brand, NFFC item #72608-12150, no UPC, packages in 20 lbs. case."
F-0221-2019,"Fire Roasted 1/4"" Diced Red Peppers:  Sold in 25 lb. Brand Name: Jon-Lin¿"
F-0759-2018,Mallorcas Pacheco NET WT 1LB (16OZ)
F-1931-2018,"El Guapo Jamaica Hibiscus Flowers in flexible pouches ,   1 oz., 2 oz., 8 oz., 16 oz., and 10 lb. box ."
F-0706-2019,"Gatorade, Cool Blue, 20.3 FL OZ, Cont. Neto (600 mL)"
F-0205-2019,"Fire-Roasted 1/4"" Diced Red Jalapenos;  Sold in 25 lb. containers  Brand Name: Jon-Lin¿ NatureSmart""    Brand name:"
F-0033-2019,NO SUGAR NO CALORIES Diet Coke 12 FL OZ (355 mL) CONTAINS PHENYLALANINE CAFFEINE FREE THE COCA-COLA COMPANY FOR CONSUMER INFORMATION CALL 1-800-438-2653 UPC 0 495940 3
F-1091-2019,"Produce Packaging, Inc. Mix, Stir-Fry WG 9 LB"
F-1171-2018,"Protein key brand Protein Meals varieties, 2.5 lb plastic container and 400 g plastic container), Varieties: -Whole Protein Shake"
F-1216-2018,12 oz. MP Stir Fry Blend    UPC: 85239002568    Target item number: 270-0-256
F-0915-2018,Xenesta Nuvive Womens 90 count packaged in a white plastic bottle with white cap
F-1391-2018,"Lean Pro 8 Vanilla 2,268g (5lb) Tub"
F-1109-2018,Diet Pepsi; NOW ASPARTAME FREE; 6 PACK; 16 OZ BOTTLES; 6-16 FLOZ BOTTLES (96 FL OZ)
F-0731-2018,"Wienke's Market Rhubarb Jam, Net Wt. 8 oz (226g), UPC 14106-00230.    Refrigerate after opening.  Ingredients:  rhubarb, sugar, pectin."
F-1466-2018,"Arugula Microgreens, Greenbelt Microgreens brand, net wt. 75 gram.  Product is packaged in a clear plastic clam shell container. UPC 8 90082 00012 4"
F-1090-2019,"Produce Packaging, Inc. Combo, Stir Fry/Fajita 6 PK"
F-1158-2018,"Protein key brand Protein Meals varieties , 2.5 lb plastic container and 400 g plastic container, Varieties:   Immune Plain"
F-0681-2019,"Schnucks BIG & FLAKY CRESCENT ROLLS, 6 ROLLS, NET WT 11.25 OZ  UPC 0 41318 57046 5"
F-1365-2018,10-oz. Bird's Eye Steamfresh cut green beans    UPC: 14500021014    Target item number: 270-0-572
F-0323-2019,Fire-Roasted Home-Style Yellow Pepper Strips;:    Sold in 20 lb.  containers. Brand Name: Jon-Lin¿
F-1028-2019,Packer SHALLOT DRY FRESH¿
F-1682-2018,"GU Energy Gels:  Campfire Smores, Gel;  GUGEL 1 Pkt; item # 124357, UPC 769493102614;  GUGEL 24Pkt Box; item number 124358, UPC 769493102621"
F-1008-2019,PACKER GREEN MICRO SWISS CHARD MIX¿
F-1298-2018,24OZ MARKET PANTRY WAFFLE CUT FRIES    UPC: 85239010808    Target item number: 270-1-80
F-0673-2019,Oreo Limber. 6 dozen per case of 6.5 oz each
F-1010-2019,Packer KUMQUAT FRESH¿
F-1324-2018,32OZ MARKET PANTRY CRINKLE CUT FRIES    UPC: 492700104506    Target item number: 270-1-450
F-1865-2018,"Brown Gravy Mix  12 oz unit, 8 units per carton  Item 860144000  UPC 9624817641"
F-0813-2018,Zero for Him 150 count
F-1924-2018,"Green Chard was shipped in card board boxes that are labeled with the firm name ""Howard Calcagno, Aurora, OR 97002""."
F-1169-2018,"Protein key brand Protein Meals varieties , 2.5 lb plastic container and 400 g plastic container), Varieties: Women's Plain"
F-0712-2019,Gatorade Combo (Multipack)  24/600 mL
F-0207-2019,"Corn and Black Bean Blend:  Sold in 2 lb. and 25 lb. packages.  Brand Name: Jon-Lin¿ NatureSmart¿; Jon-Lin¿, Chef Sensations¿"
F-1987-2018,"Love Corn, Sea Salt , Net WT. 1.6 Oz.   Bags of 10 per cases"
F-1222-2018,Market Pantry Java Chunk 48oz    UPC: 85239724095    Target item number: 288-7-2409
F-1089-2019,"Produce Packaging, Inc. Mix, Stir Fry #6 6/10 OZ"
F-0218-2019,"Fire Roasted 1/2"" Diced Green Peppers:  Sold in 25 lb. Brand Name: Jon-Lin¿"
F-0615-2019,"Ukrop's Italian Style Sub	, NET WT 8.2 OZ (232g)	 UPC 72251525151"
F-1306-2018,BREYERS 1.5QT NAT VANILLA IC    UPC: 77567306609    Target item number: 288-7-781
F-1281-2018,Halo Top S'mores 1 Pint;    UPC: 858089003180    Target item number: 288-7-1042
F-0325-2019,"Fire Roasted 1/2"" Diced Eggplant;:    Sold in 25 lb.  containers. Brand Name: Jon-Lin¿"
F-1223-2018,COOL WHIP 8 OZ LITE WHIP TOPPING    UPC: 43000009505    Target item number: 288-9-17
F-0799-2018,DON BOCARTE ARTE EN EL PALADAR MIGAS BONITO DEL NORTE PESCA SELECTA DEL CANTABRICO; UPC: 8 43700227144
F-0922-2018,"Seviroli brand Cannoli Shells. Large Plain 36 ct., and Small Plain 72 ct."
F-1814-2018,"FP0292 Confidence Nitro-Cross 60s, UPC# 8 92483 00155 7"
F-1696-2018,"GU Energy Gels:  Tastefully Nude, Gel;  GUGEL 1 Pkt; item # 123835, UPC: 769493200976;  GUGEL 24Pkt Box; item number 123836,  UPC:769493200983."
F-0032-2019,CAFFEINE FREE Diet Coke 12 FL OZ (355 ml) CONTAINS PHENYLALANINE CAFFEINE FREE THE COCA-COLA COMPANY FOR CONSUMER INFORMATION CALL 1-800-438-2653 UPC 0 496130 1
F-1831-2018,"Organic Dried Figs 6X16oz (454g),	UPC 8 77693 00850 3"
F-0248-2019,Fire-Roasted Pineapple Tidbits;    Sold in 25  lb.  containers. Brand Name:  Jon-Lin¿
F-0952-2018,"Sour Patch Kids, 1.9 lb bag"
F-0736-2019,"Ottogi Jin Ramen Spicy  NET WT. 1lb 5.16oz, 600g (120gx5)  5PK     Manufactured by: Ottogi Ramyon Co. Ltd.  Distributed by: Ottogi America, Inc.   1650 W. El Segundo Bl. Gardena, CA 90249"
F-1205-2019,QVC 40 ct vanilla & dark choc modjeskas
F-1202-2019,1 lb salted combo modjeskas
F-0758-2019,"1) PICA-BOLA  50 pieces Cont. Net 1 kg Net Wet. 2 lb 3.2 oz., packaged in a clear plastic ja, 6 jars per case and 2) PICA-BOLA 40 pieces Net Wet. 1 lb. 12.2 oz. packaged in a plastic bag, 11 bags per case and 3) PICA-BOLA 100 pieces Net Wt. 100-0.70 oz (4 lb 6.5 oz.) packaged in a clear plastic ja, 6 jars per case"
F-0903-2018,"Coca-cola, Vanilla Zero, 12 oz (355 mL) cans, packed in 12  packs, Canned under the authority of the Coca-Cola Company, Atlanta, GA"
F-1162-2018,"Protein key brand Protein Meals varieties, 2.5 lb plastic container and 400 g plastic container, Varieties:   Optimal Nutrition Plain"
F-0350-2019,"Mini Roll, The product comes in a 2.469 ounce pink plastic package marked with a production date of 2018.03.20 stamped on the back. The product UPC code is 6 946050 104746. Product of China."
F-1198-2019,Bulk assorted
F-1378-2018,GARDEIN 9OZ CRISPY TENDERS    UPC: 842234000520    Target code 270-3-82
F-1778-2018,"20Z NAB CKIES CLASSIC MULTI PK 4	20 Oz,   Carton, 5 Ritz Bitz 1 Oz Pouches per box  4 boxes per case"
F-1933-2018,"Virt Gard Tablets, Number of units per package: 100 Tablets  Package Type: 100 Tablets/Bottle"
F-0247-2019,Fire-Roasted Rubio's Elote Corn Blend;    Sold in 2 lb.  containers. Brand Name:  Chef Sensations¿
F-0232-2019,"Fire Roasted 1/2"" Diced Poblano Chiles;    Sold in 25 lb.  containers. Brand Name:Jon-Lin¿"
F-0737-2019,"Ottogi Jin Ramen Mild  NET WT. 1lb 5.16oz, 600g (120gx5)  5PK     Manufactured by: Ottogi Ramyon Co. Ltd.  Distributed by: Ottogi America, Inc.   1650 W. El Segundo Bl. Gardena, CA 90249"
F-1293-2018,MP MIX VEG 12OZ MIXED VEG    UPC: 85239004944    Target item number: 270-0-494
F-0204-2019,"Fire Roasted 1/2"" Diced Red Peppers;  Sold in 2 lb. and 25 lb.  containers    Brand name: Jon-Lin¿"
F-0219-2019,"Fire Roasted 1/2"" Diced Yellow Peppers:  Sold in 25 lb. Brand Name: Jon-Lin¿"
F-1138-2018,"Bloody Mary, Medium, Kitchen by the Sea, From the The Beach House, Net Wt. 32.oz, Low Sodium"
F-1909-2018,"MORTON NATURAL SEA SALT ALL PURPOSE***NET WET 26 OZ (1 LB 10 OZ) 737 g***Nutrition Facts***INGREDIENTS: SEA SALT PRODUCT OF BAHAMAS***MORTON SALE, INC, CHICAGO, IL 60606***QUESTIONS? CALL 1-800-789-SALT (7258)"
F-0057-2019,Lutosa  Foodservice Quality  Plain Mashed  Produced in Belgium  2.5 kg/5.5 lb
F-1147-2018,"Protein key brand Protein Meals varieties, 2.5 lb plastic container and 400 g plastic container, Varieties: Anti-Aging Plain"
F-0215-2019,Fire Roasted Red Pepper Strips:  Sold in 20 lb. Brand Name: Jon-Lin¿
F-0235-2019,"Fire Roasted 1/2"" Diced Green Zucchini ;    Sold in 25 lb.  containers. Brand Name: Jon-Lin¿"
F-1911-2018,"Collards were shipped in card board boxes that are labeled with the firm name ""Howard Calcagno, Aurora, OR 97002""."
F-1203-2019,QVC 3/8 oz bags for Christmas
F-0326-2019,Fire-Roasted Red Jalapeno Slices;    Sold in 2 lb.  containers. Brand Name: Jon-Lin¿
F-0845-2019,Terra Alba Food and Pharmaceutical Grade Hydrous Calcium Sulfate packaged in 50lb paper bags with inner plastic liner.
F-1304-2018,Kidfresh Muy Cheesy Quesadillas 4.2oz    UPC: 810882016057    Target item number: 270-2-955
F-0660-2019,"White Round Shell for Turnovers, Elaboracion Felo, Inc. Avenida Yumet No. 112, Aguadilla, PR 00603"
F-1204-2019,1 lb salted combo modjeskas
F-1114-2018,"Dr. Pepper Est. 1885 Diet, 20 FL Oz (1.25 PT), 591 mL"
F-0907-2018,"Dr Pepper, 12 oz (355 mL) cans, packed in 12 and 24 packs, Canned under the authority of Dr Pepper Company, Plano, TX"
F-0947-2019,Packer Arugula Baby Organic
F-1149-2018,"Protein key brand Protein Meals varieties , 2.5 lb plastic container and 400 g plastic container), Varieties: Athlete Plain"
F-1178-2018,"Enduravol Elite Pre-Workout, brand Clean Athletics.  Net wt. 1 lbs. No UPC."
F-1469-2018,"Sweet & Crunchy Microgreen Mix, Greenbelt Microgreens brand, net wt. 75 gram.  Product is packaged in a clear plastic clam shell container. UPC 8 90082 00006 3"
F-1167-2018,"Protein key brand Protein Meals varieties, 2.5 lb plastic container and 400 g plastic container), Varieties: Skin & Hair Plain"
F-1557-2018,Hill Country Fare Vanilla 4.5 quarts
F-1263-2018,Simply Balanced Organic Cut Corn 10oz.    UPC: 85239008713    Target item number: 270-0-578
F-1868-2018,"Cold Dough Premix  6.8 pound bag, 6 units per carton  Item 127033700"
F-1215-2019,"JOY GOL-GAPPA (PANI PURI) MASALA CONCENTRATE, NET WT 8 OZ (228g), UPC: 6 80617 60414 5"
F-1306-2019,"Samira Food Products Vegeterian 100% Soy Chunk, Net Wt. 8oz"
F-1727-2019,"DANNON OIKOS TRIPLE ZERO GREEK VANILLA - 5.3OZ/4PK, UPC: 3663201953"
F-1101-2019,Klaire Labs Melatonin Lozenge Formula  Fast Dissolving 1 mg tablets;  Packed in a 75 cc HDPE Bottle  60 Tablets  UPC: 8 28054 17845 8;  SKU: ML1
F-0585-2020,"Dierbergs Kitchen Remoulade packaged in 12 OZ containers, UPC 2393330149 and 24616200000"
F-2019-2019,"Predust/Batter, Item Number 30753195.49, Net Wt. 50 lb, Distributed by Kerry Ingredients & Flavours, Beloit, WI"
F-1748-2019,FAT FREE HALF & HALF - 0.5GAL - MARKET PANTRY;  UPC: 8523961640
F-1559-2019,"Pure Ground Ingredients Organic Fennel Seed,  Ground  35 lb. bags  Item #  FENO-GR    Processed and Packaged by:  Pure Ground Ingredients  2535 Business Parkway  Minden, NV 89423"
F-1217-2019,"JOY IDLEE-DOSA Chutney FRESH CONCENTRATE NET WT 8 OZ (228g), UPC: 6 80617 60420 6"
F-0174-2020,"Bee Gold  8oz. pkg./plastic pouch,  SKU: 100-4C"
F-0297-2020,Mann's Crave a Bowl Spicy Marinara     6 x 7 oz. UPC:716519040078  - Canada
F-0942-2019,MEMBERS MARK SELF RISE FLR 25LB
F-1296-2019,"Patagonia Provisions Classic Barbecue Savory Seeds;  1 oz. poly-film pouches. 12 units per case    Vegan, Gluten Free      Distributed by Patagonia Provisions, Inc. Sausalito, CA"
F-0291-2020,Mann's Nourish Bowls Bolognese    4 x 11.5 oz. UPC: 716519037054  4 x 11.5 oz. UPC: 716519037061  - Mann Canada
F-1386-2019,"Mullein leaf c/s, Verbascum Thapsus, 1# Net, AmeriHerb LLC, Ames, IA packaged in 1 lb plastic bags"
F-0131-2020,Whole Foods Market White Parkerhouse Rolls PLU 49557 NET WT. 0 lb 12 oz (340g) packaged in a clear plastic bag 12 rolls per bag
F-1765-2019,HALF & HALF - 1PT - MARKET PANTRY; UPC: 8523922046
F-0897-2019,"JB s Bun Blend 2.0, BT-1181811, Blend Tech Inc. Wichita, KS, packaged in 50 lb bags."
F-2048-2019,"Batter Mix, Item Number 30753358.49, Net Wt. 50 lb, Distributed by Kerry Ingredients & Flavours, Beloit, WI"
F-2091-2019,Diet Mountain Dew (Dewnited Michigan)   20 oz. plastic bottle  Promotional give away as individual units
F-0456-2020,"Tailor Cut Produce Inc., Pineapple Chunks, 2  - 1 gallon tubs per case."
F-2001-2019,"Batter Mix, Item Number 30753153.49, Net Wt. 50 lb, Distributed by Kerry Ingredients & Flavours, Beloit, WI"
F-1965-2019,"PROBAR MEAL Superfood Slam, Net Wt. 3oz.(85g), Film wrapped bar"
F-2033-2019,"Batter Mix, Item Number 30753232.49, Net Wt. 50 lb, Distributed by Kerry Ingredients & Flavours, Beloit, WI"
F-0300-2020,Mann's Snappy Slaw Blend   8 x 3 lbs.  UPC:10716590067350 Food Service
F-1981-2019,"""DEEP***GOLDEN RAISINS***NET WT***198g/7oz***DEEP FOODS, INC. UNION, NJ 07083"""
F-1346-2019,"El Guapo Pasilla-Ancho Chile Pods 2oz, 7.5oz, 11oz"
F-1945-2019,"Truly Good Foods Edamame Beans Roasted and Salted 7 oz. (198g) plastic clam shell DISTRIBUTED BY TRULY GOOD FOODS, CHARLOTTE, NC 28273 UPC 0 94184 56100 6"
F-1798-2019,KRAFT SHREDDED MOZZARELLA - 16OZ  95 UPC: 2100005367
F-0064-2020,Black Rise Umeboshi Bowl;   12 oz.  UPC: 813377 022595
F-2145-2019,Ground Cinnamon   4oz plastic container  24 containers per wholesale case
F-1773-2019,HORIZON ORGANIC HALF & HALF - 1PT UPC: 4236521670
F-0479-2020,"Nestle Toll House Monster Munch (16oz), UPC 050000931361"
